task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
103	63/c46e41	253136	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2024-06-02 21:03:58.287	494ms	0ms	97.9%	3.9 MB	11.6 MB	5.2 MB	5.4 KB
100	0b/663ad5	253348	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2024-06-02 21:03:58.787	7.1s	6s	116.4%	7.6 MB	222.2 MB	32.9 MB	98.7 KB
95	e2/821b87	253885	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2024-06-02 21:04:05.893	1.4s	1s	111.1%	4.8 MB	11.7 MB	4.7 MB	104 KB
93	67/9901c3	254102	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2024-06-02 21:04:07.279	1.2s	1s	115.5%	3.8 MB	11.6 MB	7.5 MB	94.2 KB
96	9c/302a60	254316	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2024-06-02 21:04:08.479	1s	1s	112.8%	3.8 MB	11.7 MB	5.2 MB	138.4 KB
101	14/f4e089	254532	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2024-06-02 21:04:09.520	1.8s	2s	114.0%	7.9 MB	222.2 MB	7.3 MB	104.1 KB
108	81/552219	254841	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_AMPLICON	COMPLETED	0	2024-06-02 21:14:10.946	8.7s	7s	138.5%	349.4 MB	2.6 GB	24.6 MB	244.3 KB
107	85/0f5a89	255625	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_GENOME	COMPLETED	0	2024-06-02 21:14:19.613	7s	6s	124.6%	335.4 MB	2.4 GB	24.5 MB	129.8 KB
83	a0/92d627	256204	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SRR13500958)	COMPLETED	0	2024-06-02 21:16:12.466	3.6s	4s	138.1%	86.6 MB	2.1 GB	22.7 MB	4.5 KB
75	45/a13a07	256559	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5405022)	COMPLETED	0	2024-06-02 21:16:16.080	3.6s	3s	138.8%	86.6 MB	2.1 GB	22.7 MB	6.2 KB
87	98/ce0ecb	256963	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5181310)	COMPLETED	0	2024-06-02 21:16:19.690	3.8s	4s	137.5%	90.8 MB	2.1 GB	22.7 MB	6.1 KB
106	9d/f7783f	257341	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5556343)	COMPLETED	0	2024-06-02 21:16:23.471	3.7s	4s	137.4%	90.6 MB	2.1 GB	22.7 MB	6.1 KB
79	db/c4fe1a	257718	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5743893)	COMPLETED	0	2024-06-02 21:16:27.151	3.5s	3s	140.1%	86.5 MB	2.1 GB	22.7 MB	5.2 KB
110	c9/082183	258122	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5405022)	COMPLETED	0	2024-06-02 21:16:57.154	548ms	0ms	780.6%	4 MB	49.3 MB	102.4 KB	5.8 KB
111	52/78caa3	258338	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5181310)	COMPLETED	0	2024-06-02 21:16:57.710	552ms	1s	739.7%	4 MB	14.5 MB	102.1 KB	5.7 KB
109	4d/a04121	258595	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (SRR13500958)	COMPLETED	0	2024-06-02 21:16:58.271	541ms	0ms	810.5%	3.9 MB	14.5 MB	99.4 KB	4.4 KB
112	4c/c4299b	258830	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5556343)	COMPLETED	0	2024-06-02 21:16:58.821	531ms	0ms	794.8%	4 MB	14.6 MB	102.1 KB	5.6 KB
113	36/4d1e22	259063	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5743893)	COMPLETED	0	2024-06-02 21:16:59.358	554ms	0ms	836.8%	3.9 MB	14.6 MB	100.7 KB	4.9 KB
114	ca/e62b2f	259297	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5405022)	COMPLETED	0	2024-06-02 21:16:59.919	523ms	0ms	454.9%	3.9 MB	14.5 MB	101.4 KB	1.9 KB
119	a2/915305	259538	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5181310)	COMPLETED	0	2024-06-02 21:17:00.449	534ms	0ms	582.4%	3.9 MB	14.6 MB	101.6 KB	2 KB
116	02/20d684	259796	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5405022)	COMPLETED	0	2024-06-02 21:17:00.990	4.8s	4s	90.8%	128.2 MB	9 GB	20.8 MB	206.5 KB
118	3d/d42701	260485	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5181310)	COMPLETED	0	2024-06-02 21:17:05.845	4.6s	4s	89.8%	126.9 MB	9 GB	20.8 MB	178.1 KB
120	8b/e7caf0	260984	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (SRR13500958)	COMPLETED	0	2024-06-02 21:17:10.500	813ms	1s	382.4%	3.9 MB	14.6 MB	100.9 KB	1.6 KB
121	1e/48f120	261220	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (SRR13500958)	COMPLETED	0	2024-06-02 21:17:11.321	4.7s	4s	94.7%	125.4 MB	8.9 GB	20.8 MB	106.2 KB
125	f2/d3986f	261909	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5556343)	COMPLETED	0	2024-06-02 21:17:16.060	552ms	0ms	802.5%	4 MB	14.6 MB	101.3 KB	1.8 KB
124	9a/932143	262141	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5556343)	COMPLETED	0	2024-06-02 21:17:16.619	4.4s	4s	95.9%	126.8 MB	9 GB	20.8 MB	168.2 KB
127	f6/e7f7ea	262619	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5743893)	COMPLETED	0	2024-06-02 21:17:21.030	463ms	0ms	610.2%	3.9 MB	49.3 MB	101 KB	1.7 KB
126	69/1d8e49	262863	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5743893)	COMPLETED	0	2024-06-02 21:17:21.506	4.4s	4s	93.2%	129.2 MB	9 GB	20.8 MB	146.5 KB
89	e1/79d2a4	263346	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5556343)	COMPLETED	0	2024-06-02 21:17:25.917	10.1s	9s	253.2%	287.5 MB	10.4 GB	60 MB	854.7 KB
72	5a/3aa84e	264666	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5405022)	COMPLETED	0	2024-06-02 21:17:36.042	9s	8s	278.7%	281.5 MB	10.5 GB	60.2 MB	844.2 KB
80	ea/0bc077	265896	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SRR13500958)	COMPLETED	0	2024-06-02 21:17:45.030	8.3s	8s	290.2%	247.3 MB	10.5 GB	57.9 MB	887.2 KB
78	87/1ac827	267056	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5743893)	COMPLETED	0	2024-06-02 21:17:53.289	8.4s	8s	284.3%	296.7 MB	10.5 GB	57.3 MB	852.9 KB
86	9e/43514a	268242	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5181310)	COMPLETED	0	2024-06-02 21:18:01.669	19.6s	20s	187.6%	237.1 MB	8.4 GB	85.5 MB	858 KB
143	52/8bd941	269566	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5743893)	COMPLETED	0	2024-06-02 21:18:21.300	372ms	0ms	79.0%	5.5 MB	11.6 MB	106.4 KB	6.5 KB
137	07/f71e5d	269755	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SRR13500958)	COMPLETED	0	2024-06-02 21:18:21.679	403ms	1s	79.2%	3 MB	5.4 MB	98.8 KB	5.8 KB
141	63/76a573	269973	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2024-06-02 21:18:22.089	335ms	0ms	77.4%	3 MB	5.4 MB	83 KB	3.1 KB
140	96/07a707	270185	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5556343)	COMPLETED	0	2024-06-02 21:18:22.437	335ms	0ms	68.6%	3.1 MB	5.4 MB	110.3 KB	7.1 KB
138	eb/c42c90	270386	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2024-06-02 21:18:22.787	366ms	0ms	70.6%	3.1 MB	5.4 MB	83.1 KB	3.1 KB
133	11/4cec7e	270577	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5405022)	COMPLETED	0	2024-06-02 21:18:23.162	380ms	0ms	77.1%	3.2 MB	5.4 MB	111.2 KB	7.3 KB
134	42/29e4ac	270774	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5181310)	COMPLETED	0	2024-06-02 21:18:23.549	404ms	0ms	83.1%	3.1 MB	5.4 MB	112.1 KB	7.5 KB
115	2f/033dcc	270980	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2024-06-02 21:18:23.997	396ms	0ms	70.6%	3.1 MB	5.4 MB	83.1 KB	3.1 KB
122	ed/af3ee2	271175	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2024-06-02 21:18:24.402	420ms	0ms	94.1%	3.1 MB	5.4 MB	82.8 KB	3.1 KB
128	12/e9764d	271383	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2024-06-02 21:18:24.831	341ms	0ms	106.7%	3.1 MB	5.4 MB	82.9 KB	3.1 KB
117	93/43ba8b	271580	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2024-06-02 21:18:25.180	392ms	0ms	68.6%	3.2 MB	5.4 MB	83.2 KB	3.1 KB
131	91/091ee7	271779	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2024-06-02 21:18:25.579	363ms	0ms	60.0%	3.2 MB	5.4 MB	83.3 KB	3.1 KB
123	63/7da0e0	271962	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2024-06-02 21:18:25.948	395ms	0ms	71.6%	3.1 MB	5.4 MB	83 KB	3.1 KB
135	de/3be86b	272149	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2024-06-02 21:18:26.350	372ms	0ms	77.4%	3 MB	5.4 MB	82.9 KB	3.1 KB
129	4a/6747d1	272353	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2024-06-02 21:18:26.731	392ms	1s	82.8%	3.1 MB	5.4 MB	83.2 KB	3.1 KB
145	1d/3ec368	272544	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2024-06-02 21:18:27.131	433ms	0ms	76.2%	3.1 MB	5.4 MB	85.6 KB	3.2 KB
146	7c/870924	272739	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2024-06-02 21:18:27.573	409ms	0ms	73.8%	3.1 MB	5.4 MB	84.9 KB	3.2 KB
149	a1/fee039	272948	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2024-06-02 21:18:27.990	402ms	0ms	73.8%	3.1 MB	5.4 MB	86.1 KB	3.2 KB
150	03/c29021	273138	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2024-06-02 21:18:28.400	383ms	0ms	76.2%	3.1 MB	5.4 MB	86.4 KB	3.2 KB
153	77/0aaed2	273330	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2024-06-02 21:18:28.792	351ms	0ms	73.8%	3.1 MB	5.4 MB	86.5 KB	3.2 KB
155	3f/60362c	273521	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5405022)	COMPLETED	0	2024-06-02 21:18:29.151	461ms	0ms	430.8%	3.9 MB	14.6 MB	95.7 KB	2.2 KB
154	d0/a64ac9	273753	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2024-06-02 21:18:29.620	552ms	1s	671.5%	4 MB	49.3 MB	95.6 KB	3.9 KB
132	07/fb71bf	273985	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5181310)	COMPLETED	0	2024-06-02 21:18:30.180	30.8s	30s	113.0%	42.8 MB	54.7 MB	560.9 MB	526.6 MB
139	59/8d0a5a	275644	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5556343)	COMPLETED	0	2024-06-02 21:19:01.008	4.6s	4s	124.9%	22.2 MB	34.1 MB	115.5 MB	106.7 MB
136	0e/40956c	276243	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (SRR13500958)	COMPLETED	0	2024-06-02 21:19:05.578	2.5s	2s	130.3%	10.8 MB	23.1 MB	57.9 MB	51.2 MB
142	56/9d683d	276639	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5743893)	COMPLETED	0	2024-06-02 21:19:08.042	2.8s	2s	131.5%	18.5 MB	30.1 MB	74.1 MB	68 MB
130	dd/6a891f	277051	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5405022)	COMPLETED	0	2024-06-02 21:19:10.870	2.8s	2s	128.7%	13 MB	24.1 MB	62.2 MB	53.1 MB
156	d9/f34686	277469	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (SRR13500958)	COMPLETED	0	2024-06-02 21:19:13.681	481ms	1s	433.0%	3.9 MB	14.5 MB	95.2 KB	1.6 KB
157	e0/5541e1	277694	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2024-06-02 21:19:14.170	411ms	0ms	438.6%	4 MB	49.3 MB	95.2 KB	3.5 KB
158	40/2d5256	277917	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5743893)	COMPLETED	0	2024-06-02 21:19:14.587	444ms	0ms	426.7%	4 MB	14.6 MB	95.4 KB	1.8 KB
159	54/a22d16	278144	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2024-06-02 21:19:15.037	415ms	0ms	507.3%	3.8 MB	14.5 MB	95.3 KB	3.7 KB
160	1a/7d72f5	278368	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2024-06-02 21:19:15.458	453ms	0ms	470.1%	3.9 MB	14.5 MB	95.8 KB	3.4 KB
161	76/8b53e3	278598	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5181310)	COMPLETED	0	2024-06-02 21:19:15.918	403ms	0ms	376.0%	3.9 MB	14.5 MB	95.9 KB	2.2 KB
162	11/b3a00a	278825	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5556343)	COMPLETED	0	2024-06-02 21:19:16.326	425ms	0ms	489.8%	4 MB	14.6 MB	95.6 KB	2.1 KB
163	22/01d314	279043	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2024-06-02 21:19:16.757	414ms	1s	457.1%	4 MB	14.5 MB	95.5 KB	3.8 KB
164	71/199f4f	279267	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2024-06-02 21:19:17.176	496ms	0ms	647.0%	3.9 MB	14.5 MB	100.5 KB	3.8 KB
165	40/ffc10e	279507	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2024-06-02 21:19:17.680	482ms	1s	573.5%	3.9 MB	14.5 MB	99.1 KB	3.6 KB
166	ff/f66ec4	279737	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2024-06-02 21:19:18.169	454ms	0ms	299.4%	3.9 MB	49.3 MB	101.6 KB	3.9 KB
167	c7/9203f0	279956	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2024-06-02 21:19:18.629	503ms	1s	642.9%	4 MB	49.3 MB	101.8 KB	4 KB
168	ca/58b0e4	280175	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2024-06-02 21:19:19.139	423ms	0ms	364.7%	4 MB	49.3 MB	102 KB	3.5 KB
173	b4/eba7a3	280415	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5743893)	COMPLETED	0	2024-06-02 21:19:41.575	1.4s	0ms	86.5%	3.4 MB	24.3 MB	79.2 KB	495 B
172	5c/bf8bd7	280603	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (SRR13500958)	COMPLETED	0	2024-06-02 21:19:42.957	1.4s	0ms	103.7%	3.5 MB	24.3 MB	63 KB	438 B
174	b0/305c64	280802	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5405022)	COMPLETED	0	2024-06-02 21:19:44.361	1.4s	0ms	87.3%	3.5 MB	26.3 MB	79.2 KB	506 B
171	cf/4a1ec8	280995	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5556343)	COMPLETED	0	2024-06-02 21:19:45.751	1.4s	0ms	82.8%	3.5 MB	26.3 MB	79.6 KB	502 B
170	ba/b92e00	281190	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5181310)	COMPLETED	0	2024-06-02 21:19:47.183	1.4s	0ms	72.7%	3.2 MB	24.3 MB	74.4 KB	458 B
179	cc/b3cdd9	281384	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5743893)	COMPLETED	0	2024-06-02 21:19:48.571	1.3s	0ms	72.7%	3.6 MB	26.3 MB	88.1 KB	30.1 KB
180	fc/6543c1	281585	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (SRR13500958)	COMPLETED	0	2024-06-02 21:19:49.911	1.4s	0ms	79.2%	3.6 MB	26.3 MB	88 KB	30.1 KB
181	ef/b4581c	281774	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5405022)	COMPLETED	0	2024-06-02 21:19:51.272	1.4s	0ms	72.7%	3.4 MB	26.3 MB	88.1 KB	30.1 KB
182	47/f09826	281972	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5556343)	COMPLETED	0	2024-06-02 21:19:52.651	1.4s	0ms	104.7%	3.5 MB	26.3 MB	88.1 KB	30.1 KB
183	5c/76610c	282167	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5181310)	COMPLETED	0	2024-06-02 21:19:54.050	1.4s	0ms	76.9%	3.5 MB	24.3 MB	88 KB	30.1 KB
184	cf/fe4f74	282362	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5743893)	COMPLETED	0	2024-06-02 21:19:55.422	479ms	0ms	588.8%	3.9 MB	14.5 MB	158.8 KB	60.2 KB
185	3b/9c9f6c	282600	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (SRR13500958)	COMPLETED	0	2024-06-02 21:19:55.911	561ms	0ms	676.2%	3.9 MB	14.5 MB	158.7 KB	60.2 KB
186	35/ce47f7	282822	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5405022)	COMPLETED	0	2024-06-02 21:19:56.479	504ms	0ms	450.3%	4 MB	14.5 MB	159.2 KB	60.2 KB
187	0a/8d0ad9	283049	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5556343)	COMPLETED	0	2024-06-02 21:19:56.990	523ms	0ms	759.0%	3.9 MB	14.6 MB	159 KB	60.2 KB
188	cd/18b02a	283277	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5181310)	COMPLETED	0	2024-06-02 21:19:57.523	438ms	0ms	596.4%	3.9 MB	14.5 MB	159.4 KB	60.1 KB
189	59/d5f5b5	283504	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5743893)	COMPLETED	0	2024-06-02 21:19:57.968	414ms	10ms	60.4%	0	0	131.4 KB	31.1 KB
190	d2/3c2482	283676	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (SRR13500958)	COMPLETED	0	2024-06-02 21:19:58.390	373ms	10ms	71.1%	0	0	131.4 KB	31.1 KB
191	0b/5a7db3	283849	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5405022)	COMPLETED	0	2024-06-02 21:19:58.770	362ms	11ms	68.1%	0	0	131.4 KB	31.1 KB
192	35/729a8a	284017	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5556343)	COMPLETED	0	2024-06-02 21:19:59.140	402ms	11ms	96.0%	0	0	131.4 KB	31.1 KB
193	fa/9b630e	284185	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5181310)	COMPLETED	0	2024-06-02 21:19:59.549	364ms	11ms	69.6%	0	0	131.4 KB	31.1 KB
194	97/26b9f1	284353	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5743893.consensus.fa)	COMPLETED	0	2024-06-02 21:19:59.920	8s	6s	120.2%	395.6 MB	2.5 GB	23 MB	2.6 MB
